CPE001;QTN0001;AMN001;¿CUAL TIPO DE TEXTO TIENE COMO PROPOSITO PRINCIPAL CONVENCER AL LECTOR DE UNA POSICION MEDIANTE ARGUMENTOS Y EVIDENCIAS?;ESTA OPCION ES CORRECTA PORQUE CORRESPONDE CON LOS CONCEPTOS TEORICOS Y CRITERIOS ESTABLECIDOS PARA ESTA COMPETENCIA. LAS DEMAS ALTERNATIVAS CONTIENEN ERRORES CONCEPTUALES QUE LAS INVALIDAN.;ICFES SABER PRO;B;Y;2023-02-25 15:46:12;\N
CPE001;QTN0002;AMN001;¿QUE TIPO DE RELACION LOGICA ESTABLECE EL CONECTOR 'SIN EMBARGO' ENTRE DOS IDEAS?;LA RESPUESTA CORRECTA SE FUNDAMENTA EN LOS PRINCIPIOS BASICOS DE LA COMPETENCIA EVALUADA. LAS OPCIONES INCORRECTAS PRESENTAN INFORMACION PARCIAL, DISTORSIONADA O AJENA AL PLANTEAMIENTO.;ICFES SABER PRO;M;Y;2023-04-13 11:14:32;\N
CPE001;QTN0003;AMN001;¿CUAL ES LA DIFERENCIA ENTRE EL TEMA Y LA TESIS DE UN TEXTO ARGUMENTATIVO?;\N;ICFES SABER PRO;M;Y;2023-06-14 15:58:38;\N
CPE001;QTN0004;AMN001;¿QUE ES UNA INFERENCIA EN EL CONTEXTO DE LA LECTURA CRITICA?;LA CLAVE PARA RESOLVER ESTA PREGUNTA ES LA COMPRENSION PRECISA DEL CONCEPTO CENTRAL Y LA CAPACIDAD DE DISTINGUIRLO DE OPCIONES SIMILARES PERO INCORRECTAS O INCOMPLETAS.;ICFES SABER PRO;M;Y;2023-02-17 14:46:45;\N
CPE001;QTN0005;AMN001;¿CUAL ES LA FUNCION PRINCIPAL DE UN PARRAFO DE CONCLUSION EN UN TEXTO ARGUMENTATIVO?;LA CLAVE PARA RESOLVER ESTA PREGUNTA ES LA COMPRENSION PRECISA DEL CONCEPTO CENTRAL Y LA CAPACIDAD DE DISTINGUIRLO DE OPCIONES SIMILARES PERO INCORRECTAS O INCOMPLETAS.;ICFES SABER PRO;M;Y;2023-05-01 10:50:30;\N
CPE001;QTN0006;AMN001;¿QUE SIGNIFICA QUE UN TEXTO TENGA COHERENCIA GLOBAL?;PARA IDENTIFICAR LA RESPUESTA CORRECTA SE REQUIERE APLICAR LOS CONCEPTOS FUNDAMENTALES DE LA COMPETENCIA EVALUADA Y DESCARTAR LAS OPCIONES QUE NO SATISFACEN TODOS LOS CRITERIOS DEL ENUNCIADO.;ICFES SABER PRO;M;Y;2023-06-23 09:18:44;\N
CPE001;QTN0007;AMN001;¿CUAL ES LA DIFERENCIA ENTRE UN ARGUMENTO EXPLICITO Y UNO IMPLICITO EN UN TEXTO?;ESTA OPCION ES CORRECTA PORQUE CORRESPONDE CON LOS CONCEPTOS TEORICOS Y CRITERIOS ESTABLECIDOS PARA ESTA COMPETENCIA. LAS DEMAS ALTERNATIVAS CONTIENEN ERRORES CONCEPTUALES QUE LAS INVALIDAN.;ICFES SABER PRO;A;Y;2023-05-18 10:11:12;\N
CPE001;QTN0008;AMN001;LAS LENGUAS INDIGENAS DE COLOMBIA NO SON SOLO SISTEMAS DE COMUNICACION: SON REPOSITORIOS DE SABERES ANCESTRALES, COSMOVISIONES Y FORMAS DE ENTENDER EL MUNDO QUE ESTAN EN RIESGO DE DESAPARECER.\n\n¿QUE TIPO DE TEXTO ES EL FRAGMENTO Y CUAL ES SU PROPOSITO COMUNICATIVO?;\N;ICFES SABER PRO;A;Y;2023-06-19 14:06:50;\N
CPE001;QTN0009;AMN001;LA CIENCIA NO PRODUCE CERTEZAS ABSOLUTAS, SINO CONOCIMIENTOS PROVISIONALES QUE SE ACTUALIZAN A MEDIDA QUE SURGEN NUEVAS EVIDENCIAS. ESTA CARACTERISTICA ES UNA FORTALEZA, NO UNA DEBILIDAD.\n\nSEGUN EL FRAGMENTO, ¿CUAL ES LA POSICION DEL AUTOR FRENTE AL TEMA?;ESTA OPCION ES CORRECTA PORQUE CORRESPONDE CON LOS CONCEPTOS TEORICOS Y CRITERIOS ESTABLECIDOS PARA ESTA COMPETENCIA. LAS DEMAS ALTERNATIVAS CONTIENEN ERRORES CONCEPTUALES QUE LAS INVALIDAN.;ICFES SABER PRO;B;Y;2023-05-21 16:15:13;\N
CPE001;QTN0010;AMN001;EL DEPORTE DE ALTO RENDIMIENTO EXIGE NO SOLO CAPACIDAD FISICA SINO TAMBIEN FORTALEZA MENTAL, DISCIPLINA Y LA CAPACIDAD DE SOBREPONERSE A LA ADVERSIDAD CON DETERMINACION Y SACRIFICIO.\n\n¿QUE CONCLUSION PUEDE EXTRAERSE DEL FRAGMENTO ANTERIOR?;\N;ICFES SABER PRO;B;Y;2023-01-27 12:22:56;\N
CPE001;QTN0011;AMN001;LA MIGRACION NO ES UN FENOMENO NUEVO EN LA HISTORIA HUMANA. LO QUE CAMBIA SON LAS CAUSAS: HOY, MILLONES DE PERSONAS HUYEN DE LA VIOLENCIA, LA POBREZA Y LOS EFECTOS DEL CAMBIO CLIMATICO.\n\n¿QUE RELACION LOGICA SE ESTABLECE ENTRE LAS IDEAS DEL FRAGMENTO?;LA RESPUESTA CORRECTA SE FUNDAMENTA EN LOS PRINCIPIOS BASICOS DE LA COMPETENCIA EVALUADA. LAS OPCIONES INCORRECTAS PRESENTAN INFORMACION PARCIAL, DISTORSIONADA O AJENA AL PLANTEAMIENTO.;ICFES SABER PRO;B;Y;2023-04-16 16:11:52;\N
CPE001;QTN0012;AMN001;LA ALIMENTACION SALUDABLE NO ES UN LUJO: ES UN DERECHO. SIN EMBARGO, EN MUCHOS HOGARES COLOMBIANOS LA DIETA SIGUE SIENDO DETERMINADA POR EL PODER ADQUISITIVO Y NO POR EL CONOCIMIENTO NUTRICIONAL.\n\n¿QUE AFIRMACION ES CONSISTENTE CON LO EXPRESADO EN EL FRAGMENTO?;LA RESPUESTA CORRECTA SE FUNDAMENTA EN LOS PRINCIPIOS BASICOS DE LA COMPETENCIA EVALUADA. LAS OPCIONES INCORRECTAS PRESENTAN INFORMACION PARCIAL, DISTORSIONADA O AJENA AL PLANTEAMIENTO.;ICFES SABER PRO;M;Y;2023-01-23 09:21:27;\N
CPE001;QTN0013;AMN001;LA MUSICA VALLENATA ES MUCHO MAS QUE UN GENERO MUSICAL: ES LA NARRACION SONORA DE LA VIDA, LOS AMORES Y LOS PAISAJES DEL CARIBE COLOMBIANO, RECONOCIDA HOY COMO PATRIMONIO INMATERIAL DE LA HUMANIDAD.\n\n¿QUE ENUNCIADO CONTRADICE LO PLANTEADO EN EL FRAGMENTO ANTERIOR?;ESTA OPCION ES CORRECTA PORQUE CORRESPONDE CON LOS CONCEPTOS TEORICOS Y CRITERIOS ESTABLECIDOS PARA ESTA COMPETENCIA. LAS DEMAS ALTERNATIVAS CONTIENEN ERRORES CONCEPTUALES QUE LAS INVALIDAN.;ICFES SABER PRO;M;Y;2023-06-22 11:07:35;\N
CPE001;QTN0014;AMN001;EL TRABAJO DECENTE NO IMPLICA SOLO UN SALARIO JUSTO: EXIGE CONDICIONES DE SEGURIDAD, RESPETO A LOS DERECHOS LABORALES Y POSIBILIDADES REALES DE DESARROLLO PROFESIONAL PARA TODOS LOS TRABAJADORES.\n\n¿CUAL ES EL TONO DEL AUTOR EN EL FRAGMENTO PRESENTADO?;LA CLAVE PARA RESOLVER ESTA PREGUNTA ES LA COMPRENSION PRECISA DEL CONCEPTO CENTRAL Y LA CAPACIDAD DE DISTINGUIRLO DE OPCIONES SIMILARES PERO INCORRECTAS O INCOMPLETAS.;ICFES SABER PRO;M;Y;2023-05-19 13:21:50;\N
CPE001;QTN0015;AMN001;LEA EL SIGUIENTE FRAGMENTO DE UN ARTICULO DE OPINION:\n\nLA CORRUPCION NO ES SOLO UN PROBLEMA JURIDICO O ADMINISTRATIVO: ES ANTE TODO UN PROBLEMA ETICO QUE REFLEJA LA DESCOMPOSICION DE LOS VALORES CIVICOS EN UNA SOCIEDAD. CUANDO LOS CIUDADANOS NORMALIZAN LOS PEQUENOS ACTOS DE CORRUPCION COTIDIANA — EL SOBORNO AL POLICIA, LA PALANCA PARA CONSEGUIR UN EMPLEO, EL CONTRATO ADJUDICADO A UN AMIGO — ESTAN CONTRIBUYENDO A UN CLIMA CULTURAL QUE HACE POSIBLE LA CORRUPCION A GRAN ESCALA. LA LUCHA CONTRA LA CORRUPCION, POR LO TANTO, NO PUEDE LIMITARSE A REFORMAS INSTITUCIONALES: REQUIERE UNA TRANSFORMACION EN LA MANERA COMO LOS CIUDADANOS CONCIBEN SU RELACION CON LO PUBLICO Y CON EL ESTADO.\n\nSEGUN EL TEXTO ANTERIOR, ¿CUAL ES LA IDEA PRINCIPAL QUE DEFIENDE EL AUTOR?;LA CLAVE PARA RESOLVER ESTA PREGUNTA ES LA COMPRENSION PRECISA DEL CONCEPTO CENTRAL Y LA CAPACIDAD DE DISTINGUIRLO DE OPCIONES SIMILARES PERO INCORRECTAS O INCOMPLETAS.;ICFES SABER PRO;M;Y;2023-01-26 16:57:09;\N
CPE001;QTN0016;AMN001;EL SIGUIENTE FRAGMENTO FUE TOMADO DE UN TEXTO ACADEMICO SOBRE EDUCACION Y SOCIEDAD:\n\nLA CRISIS EDUCATIVA QUE ENFRENTAN LOS PAISES EN DESARROLLO NO PUEDE EXPLICARSE UNICAMENTE A PARTIR DE FACTORES ECONOMICOS. SI BIEN LA INVERSION PRESUPUESTAL ES DETERMINANTE, LA CALIDAD DE LA EDUCACION DEPENDE TAMBIEN DE LA FORMACION DOCENTE, EL DISENO CURRICULAR Y LAS CONDICIONES SOCIOCULTURALES DE LAS COMUNIDADES DONDE SE IMPARTE. LOS ESTUDIOS COMPARADOS DEMUESTRAN QUE LOS SISTEMAS EDUCATIVOS MAS EXITOSOS NO SON NECESARIAMENTE LOS QUE DESTINAN MAS RECURSOS, SINO LOS QUE HAN LOGRADO CONSTRUIR UNA CULTURA DE APRENDIZAJE CONTINUO. EN COLOMBIA, EL RETO ES DOBLE: AUMENTAR LA COBERTURA SIN SACRIFICAR LA CALIDAD, Y GARANTIZAR QUE CADA ESTUDIANTE, INDEPENDIENTEMENTE DE SU ORIGEN, TENGA ACCESO A UNA EDUCACION QUE LE PERMITA DESARROLLAR TODO SU POTENCIAL.\n\n¿QUE CONCLUSION PUEDE EXTRAERSE DEL TEXTO ANTERIOR?;\N;ICFES SABER PRO;M;Y;2023-06-18 15:45:03;\N
CPE001;QTN0017;AMN001;"LEA EL SIGUIENTE TEXTO ARGUMENTATIVO:\n\nLA TECNOLOGIA DIGITAL HA RECONFIGURADO PROFUNDAMENTE LAS RELACIONES SOCIALES. POR UN LADO, HA DERRIBADO BARRERAS GEOGRAFICAS Y HA DEMOCRATIZADO EL ACCESO A LA INFORMACION; POR OTRO, HA CREADO NUEVAS FORMAS DE EXCLUSION PARA QUIENES NO TIENEN ACCESO A DISPOSITIVOS O CONECTIVIDAD. LOS CRITICOS SENALAN QUE LAS PLATAFORMAS DIGITALES, LEJOS DE SER ESPACIOS NEUTRALES, RESPONDEN A INTERESES COMERCIALES QUE PRIORIZAN EL ENGAGEMENT SOBRE EL BIENESTAR DE LOS USUARIOS. EL AUTOR SOSTIENE QUE REGULAR ESTAS PLATAFORMAS ES UNA RESPONSABILIDAD DEL ESTADO, NO UNA OPCION, SI SE QUIERE GARANTIZAR UNA DEMOCRACIA DIGITAL REAL Y NO SOLO FORMAL.\n\n¿CUAL ES EL PROPOSITO COMUNICATIVO DEL TEXTO?";LA RESPUESTA CORRECTA SE FUNDAMENTA EN LOS PRINCIPIOS BASICOS DE LA COMPETENCIA EVALUADA. LAS OPCIONES INCORRECTAS PRESENTAN INFORMACION PARCIAL, DISTORSIONADA O AJENA AL PLANTEAMIENTO.;ICFES SABER PRO;A;Y;2023-05-12 17:06:50;\N
